"TestID","PreviousSource","Application","Role","Module","Feature","Scenario","PreviousResult","CurrentResult","Delta","ExecutionEnvironment","PreviousDefect","CurrentDefect","PreviousBlocker","CurrentBlocker","Evidence","Notes"
"QA-0067","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Cart","Multiple products","Multiple products","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0068","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Cart","Increase quantity","Increase quantity","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","","logs/customer-cart-increased-continuation.json","Two runtime product units at 145"
"QA-0069","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Cart","Decrease quantity","Decrease quantity","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","","logs/customer-cart-decreased-continuation.json","Returned to one unit"
"QA-0070","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Cart","Remove item","Remove item","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0071","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Cart","Remove final item","Remove final item","BLOCKED","PASS","BLOCKED -> PASS = UNBLOCKED/PASS","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","","logs/customer-cart-empty-continuation.json","Your Cart
Your Cart is Empty
Add tap repairs, pipe fittings, or plumbing services to get started.
Explore Services & Pro"
"QA-0072","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Cart","Persist cart","Persist cart","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0073","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Cart","Duplicate product","Duplicate product","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0074","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Cart","Stock limit","Stock limit","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0075","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Cart","Zero quantity","Zero quantity","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0076","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Cart","Negative quantity","Negative quantity","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0077","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Cart","Subtotal arithmetic","Subtotal arithmetic","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0078","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Cart","Total arithmetic","Total arithmetic","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0079","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Cart","Tax/charges","Tax/charges","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0080","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Cart","Empty cart","Empty cart","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0081","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Addresses","Address list","Address list","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","LOCAL-CUSTOMER-OTP-001","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Customer browser OTP sends digits without the backend-required +91 prefix and space; real Customer session unavailable.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0082","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Addresses","Add","Add","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","LOCAL-CUSTOMER-OTP-001","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Customer browser OTP sends digits without the backend-required +91 prefix and space; real Customer session unavailable.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0083","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Addresses","Edit","Edit","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","LOCAL-CUSTOMER-OTP-001","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Customer browser OTP sends digits without the backend-required +91 prefix and space; real Customer session unavailable.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0084","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Addresses","Delete","Delete","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","LOCAL-CUSTOMER-OTP-001","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Customer browser OTP sends digits without the backend-required +91 prefix and space; real Customer session unavailable.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0085","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Addresses","Default","Default","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","LOCAL-CUSTOMER-OTP-001","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Customer browser OTP sends digits without the backend-required +91 prefix and space; real Customer session unavailable.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0086","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Addresses","Required fields","Required fields","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","LOCAL-CUSTOMER-OTP-001","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Customer browser OTP sends digits without the backend-required +91 prefix and space; real Customer session unavailable.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
"QA-0087","reports/full-e2e-qa/coverage-cases.csv","Customer","CUSTOMER","Addresses","Invalid postal code","Invalid postal code","BLOCKED","BLOCKED","BLOCKED -> BLOCKED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","LOCAL-CUSTOMER-OTP-001","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Customer browser OTP sends digits without the backend-required +91 prefix and space; real Customer session unavailable.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass."
